,pl,en
doctor_quinn_long_description,"Nigdy nie słyszałeś o doktor Quinn? Żona „człowieka obrusa”, najsłynniejsza felczerka z Teksau. Jeździ i leczy. Zresztą nie tylko ona! Każda kobieta pochodząca z Teksasu posiada wszystkie Umiejętności z pakietu Medycyna na poziomie +4. Każda, dasz wiarę?","You've never heard of Doctor Quinn? The wife of the ""man in buckskin,"" the most famous frontier doctor in Texas. She rides and heals. But not just her! Every woman from Texas possesses all the Skills from the Medicine package at a +4 level. Every single one, believe it or not?"
healthy_neighbourhood_long_description,"Wychowałeś się w zdrowej, nieskażonej okolicy. Jesteś dobrze odżywiony i nie zostałeś napromieniowany. Na etapie tworzenia postaci nie musisz wykonywać rzutu określającego choroby, jakich się nabawiłeś. I jak? Teraz zastanów się, po co ci żona felczerka, panie Quinn...","You grew up in a healthy, uncontaminated area. You're well-nourished and haven't been exposed to radiation. During character creation, you don't need to roll to determine what diseases you've contracted. So, why do you need a frontier doctor's wife, Mr. Quinn?"
nobly_born_long_description,"Urodziłeś się, by panować nad innymi. Wiesz jak traktować ludzi. Wybierz sobie jeden pakiet Umiejętności opartych o Charakter. Każdą z Umiejętności w pakiecie posiadasz na poziomie +2.","
You were born to rule over others. You know how to handle people. Choose one Skills package based on Character. You possess each of the Skills in the package at a +2 level."
duelist_long_description,"Nigdy nie przepuściłeś okazji, by zmierzyć się z przeciwnikiem. Dawałeś wrogom nauczkę i sam się czegoś nauczyłeś. Najważniejsza nauka, jaką wyciągnąłeś, to ta, iż każdego można pokonać. Podczas walki sam na sam ignorujesz pierwszą Lekką ranę lub Draśnięcie. Żaden przeciwnik nie zdoła cię przerazić. I dlatego właśnie jesteś twardzielem.","You've never missed an opportunity to face an opponent. You've taught enemies a lesson and learned something yourself. The most important lesson you've drawn is that anyone can be defeated. In one-on-one combat, you ignore the first Light Wound or Scratch. No opponent can intimidate you. That's why you're a tough nut to crack."
perfect_gun_long_description,"Wybierz jedną z broni palnych, które nosisz przy sobie. Każdego wieczoru czyścisz ją, chuchasz, dmuchasz i w efekcie możesz dla niej zawsze powtórzyć rzut na efekt zacięcia się broni.","Choose one of the firearms you carry with you. Every evening, you clean it, blow on it, and as a result, you can always reroll the jamming effect for that weapon."
crocodile_dundee_long_description,"Połowę życia spędziłeś w wodzie, na trzęsawiskach lub w tropiku. W czasie każdej walki, w której wykorzystujesz do ukrycia się zbiornik wodny lub bagno (gdy jesteś zanurzony), osłona maskuje cię o dwa poziomy lepiej. Dodatkowo, w przypadku błyskawicznego ataku z zaskoczenia na terenie wodnym lub bagiennym, twoi przeciwnicy są automatycznie zaskoczeni.","You've spent half of your life in water, swamps, or the tropics. During every fight in which you use a body of water or a swamp for concealment (when you are submerged), your cover provides two levels of better camouflage. Additionally, in the case of a lightning-fast surprise attack in a watery or swampy area, your opponents are automatically surprised."
done_my_share_of_being_ill_long_description,Żyłeś w niezdrowej okolicy Miami i uodporniłeś się na wiele chorób i jadów. Możesz powtórzyć każdy rzut odpornościowy przeciw chorobom i truciznom pochodzenia organicznego.,You've lived in the unhealthy environment of Miami and built up immunity to many diseases and organic poisons. You can reroll any resistance test against diseases and organic poisons.
walkabout_long_description,"Siedzisz sobie w knajpie i nagle postanawiasz iść na mały walkabout. Wychodzisz i przez miesiąc włóczysz się po okolicy. Wracasz do knajpy, patrzysz, a twoje ziółka na stole wystygły. Myślisz sobie - nie będę pił zimnych. I idzisz odwiedzić kumpla w Vegas. 
        Możesz powtórzyć każdy test Kondycji. Zaczynasz ze Sztuczką „Dom na plecach”.","You're sitting in a tavern, and suddenly, you decide to go on a little walkabout. You step out, and for a month, you wander the area. When you return to the tavern, you look, and your herbs on the table have gone cold. You think to yourself, ""I won't drink cold ones,"" and you decide to visit a friend in Vegas.
You can reroll any Stamina test. You start with the ""Home on the Back"" Trick."
versatility_long_description,"Złaziłeś już spory kawał świata. Aby przetrwać, uczyłeś się wszystkiego po trochu. Wszystkie Umiejętności oparte na najwyższej z twoich cech, a których nie wykupiłeś, mają wartość 1. Znasz się na wszystkim. I tak naprawdę gówno umiesz, ot, moja opinia","You've traveled a fair bit of the world. To survive, you've learned a little bit of everything. All Skills based on your highest attribute, which you haven't purchased, have a value of 1. You know about everything. And in reality, you're not that skilled at anything – that's just my opinion."
versatility_squared_long_description,"Możesz wybrać dowolną z cech innych nacji. Dowolną. No, jeśli jesteś facetem, to umówmy się, że zapomnisz o „doktor Quinn”, OK?","You can choose any of the traits from other nations. Any of them. Well, if you're a guy, let's agree that you'll forget about ""Doctor Quinn,"" okay?"
goddamn_preacher_long_description,"Potrafisz walnąć taki monolog, że słuchacze nie wiedzą, co ze sobą zrobić. Jeżeli próbujesz przekonać kogoś do racji, w które sam wierzysz (sprawy wiary), w testach Perswazji odrzucasz kostkę, która najmniej ci odpowiada, i mówisz, że wypadło na niej tyle, co na innej. Trochę to skomplikowane, nie? Ale wiesz, sprawy wiary to trudny temat.","You can deliver such a monologue that listeners don't know what to do with themselves. If you're trying to convince someone of a belief you genuinely hold (faith matters), in Persuasion tests, you discard the die that is least favorable to you and declare that it rolled the same as another. It's a bit complicated, isn't it? But you know, matters of faith are a difficult subject."
i_believe_long_description,"Chłopie, nie będę lazł pięćset metrów do tej głupiej stacji tylko dlatego, że przez lornetkę widzisz tam automat z Colą. On nie działa, to nie ma sensu... Co? Co znaczy, że wierzysz, że działa? I co, chcesz, bym teraz tam poszedł? Bo ty wierzysz?! No bez jaj. To, że raz w ciągu sesji, w sytuacji zagrożenia, możesz powiedzieć MG „wierzę” i wtedy MG powinien dać ci szansę wykaraskania się z sytuacji, nie oznacza, że da nam teraz tę Colę! Zrozum! Tylko w sytuacji zagrożenia! I w dodatku ostateczna decyzja należy do MG! A przecież wiesz, że on jest złośliwy! Nie da nam tej Coli, mówię ci...","Dude, I'm not going to walk 500 meters to that stupid station just because you see a soda machine there through binoculars. It doesn't work, so it's pointless... What? What do you mean you believe it works? And you want me to go there now because you believe it?! Come on, seriously. Just because you can say ""I believe"" once during the session in a dangerous situation, and then the GM should give you a chance to get out of the situation, doesn't mean we'll get that soda now! Understand! Only in a life-threatening situation! And besides, you know he's malicious! He won't give us that soda, I'm telling you…"
everything_was_better_before_the_war_long_description,"Przysłuchiwałeś się opowieściom doświadczonych wojowników i mądrych starców. Chłonąłeś historie o czasach sprzed wojny. Wszystkie testy Sprytu związane z wiedzą o czasach przed Apokalipsą mogą być dla ciebie co najwyżej Trudne. Co najwyżej, łapiesz? Mistrz Gry może sobie bełkotać o Bardzo Trudnym, o Cholernie trudnym... Wiesz co? Pokaż mu ten podręcznik, otwórz na tej stronie i daj mu to przeczytać: „Mistrzu Gry, do ciebie mówię. Ten facet, co dał ci teraz podręcznik, wie o czasach sprzed wojny wszystko. Łapiesz to? Więc nie smuć o Bardzo trudnym teście!”","You've listened to the stories of experienced warriors and wise elders. You absorbed tales of the times before the war. All Intelligence tests related to knowledge about the pre-apocalypse era can be at most Difficult for you. At most, got it? The Game Master can blabber on about Very Difficult or Extremely Difficult... You know what? Show him this manual, open it to this page, and let him read this: ""Game Master, I'm talking to you. The guy who just gave you the manual knows everything about the times before the war. You get it? So, don't fuss about Very Difficult tests!"""
something_s_fishy_long_description,"Dorastałeś na terenach opanowanych przez mutków. Wyczuwasz ich inność, choćby nie wiem jak się maskowali. Za każdym razem, gdy stajesz wobec osoby dotkniętej niewidocznymi mutacjami, MG powinien wykonać sekretny rzut na Percepcję (Trudny) i w razie powodzenia testu, poinformować cię, że czujesz się nieswojo. Rączki świerzbią, nie? Spluwa się gotuje... ","You grew up in areas overrun by mutants. You can sense their otherness, no matter how well they camouflage themselves. Every time you face someone affected by invisible mutations, the GM should make a secret Perception roll (Difficult), and if successful, inform you that you feel uneasy. Your hands itch, right? Your mouth starts to water…"
come_on_he_s_definitely_drowned_already_long_description,"`Masz płuca jak miechy. Jesteś w stanie wytrzymać pod wodą dwa razy dłużej, niż przeciętny człowiek. 
        To znaczy ile? Pół minuty za każde 4 punkty Budowy. Właśnie tyle.","You have lungs like bellows. You can hold your breath underwater for twice as long as the average person.
What does that mean? Half a minute for every 4 points of Constitution. Just that much."
"acid_in_the_veins,_chlorine_in_the_lungs_long_description","Urodziłeś się i mieszkałeś przy Wielkiej Rzece. Jesteś tak przesiąknięty płynącą w niej trucizną, że żadna nowa franca już w ciebie nie wejdzie. Możesz powtórzyć każdy rzut odpornościowy przeciw trującym chemikaliom i substancjom żrącym.",You were born and lived by the Great River. You are so saturated with the toxins flowing in it that no new poison can harm you. You can reroll any resistance test against poisonous chemicals and corrosive substances.
it_worked_in_the_simulator_long_description,"Jak to spokojnie! Jak grałeś w to?! W co grałeś? Symulator?! O czym ty człowieku pieprzysz, strzelają do nas, nie rozumiesz?! Ja też przeszedłem służbę wojskową, w dodatku na froncie i jakoś nie jestem taki spokojny! Miałeś dostęp do komputerowych symulatorów pojazdów i pola walki? No popatrz, to po prostu wspaniale. Grałeś sobie w Quake, kiedy do mnie strzelali na froncie, tak? I każesz mi być spokojny?! I co, trochę się z nich nauczyłeś?! Możesz przerzucić jedną kostkę w testach Wozów bojowych, Maszyn Ciężkich i Komputerów? Super. To lepiej przerzucaj, bo mamy kłopoty!!!","How can you be so calm?! How did you play this? A simulator?! What are you talking about, man, they're shooting at us, don't you understand?! I served in the military too, on the front lines, and I'm not this calm! Did you have access to computer vehicle simulators and battlefields? Well, isn't that just great. You were playing Quake while they were shooting at me on the front, right? And now you expect me to be calm?! And what, did you learn a little from them?! Can you roll an extra die in tests for Combat Vehicles, Heavy Machinery, and Computers? Great. Then roll it better, because we're in trouble!!!"
